"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Humanities","English studies","Bachelor Programme","full-time programme","University of Zielona Góra","https://uz.zgora.pl","https://study.gov.pl/university-zielona-gora-3","mailto:a.mobley@in.uz.zgora.pl","English"
"Humanities","English studies","Bachelor Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-7","mailto:ENROLLMENT@VIZJA.PL","English"
"Humanities","English studies","Bachelor Programme","full-time programme","Nicolaus Copernicus University","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-0","mailto:studywithncu@umk.pl","English"
"Humanities","English studies","Bachelor Programme","full-time programme","University of Zielona Góra","https://uz.zgora.pl","https://study.gov.pl/university-zielona-gora-3","mailto:a.mobley@in.uz.zgora.pl","English"
"Social sciences","English track","Non-degree programme","full-time programme","Cracow University of Economics","https://go-poland.pl/university/cracow-university-economics","https://study.gov.pl/cracow-university-economics-11","mailto:magdalena.krasowska@uek.krakow.pl","English"
"Technological sciences","Environmental and Land Engineering","Master's Programme","full-time programme","Cracow University of Technology","https://go-poland.pl/university/cracow-university-technology","https://study.gov.pl/cracow-university-technology-9","mailto:adebska@pk.edu.pl","English"
"Science","Environmental and Land Engineering","Doctoral studies","full-time programme","Wroclaw University of Environmental and Life Sciences","https://go-poland.pl/university/wroclaw-university-environmental-and-life-sciences","https://study.gov.pl/wroclaw-university-environmental-and-life-sciences-3","mailto:szkola.doktorska@upwr.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","Warsaw University of Life Sciences - SGGW","http://www.sggw.pl","https://study.gov.pl/warsaw-university-life-sciences-sggw-0","mailto:m.gielczewski@levis.sggw.pl","English"
"Technological sciences","Environmental engineering","Bachelor Programme","full-time programme","University of Warmia and Mazury in Olsztyn","http://www.go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-2","mailto:anna.grala@uwm.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","Gdańsk University of Technology","http://www.pg.edu.pl","https://study.gov.pl/gda-sk-university-technology-2","mailto:study@pg.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","University of Warmia and Mazury in Olsztyn","http://www.uwm.edu.pl/en","https://study.gov.pl/university-warmia-and-mazury-olsztyn-15","mailto:magdalena.zielinska@uwm.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-9","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Environmental engineering","Bachelor Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-9","mailto:students.cwm@pw.edu.pl","English"
"Science","Environmental engineering","Bachelor Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-18","mailto:study@polsl.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-10","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Environmental engineering","Bachelor Programme","full-time programme","Kielce University of Technology","https://go-poland.pl/university/kielce-university-technology","https://study.gov.pl/kielce-university-technology-3","mailto:international@tu.kielce.pl","English"
"Science","Environmental engineering","Master's Programme","full-time programme","Opole University of Technology","http://www.po.opole.pl","https://study.gov.pl/opole-university-technology","mailto:iro@po.opole.pl","English"
"Technological sciences","Environmental engineering","Bachelor Programme","full-time programme","Rzeszow University of Technology","https://go-poland.pl/university-rzeszow-technology","https://study.gov.pl/rzeszow-university-technology-8","mailto:bartosz.miller@prz.edu.pl","English"
"Biological sciences","Environmental engineering","Master's Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/environmental-engineering","mailto:iso@pcz.pl","English"
"Technological sciences","Environmental engineering","Bachelor Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-0","mailto:studyatbut@pb.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-1","mailto:studyatbut@pb.edu.pl","English"
"Technological sciences","Environmental engineering","Master's Programme","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-8","mailto:bernat@uwm.edu.pl","English"
"Science","Environmental Engineering and Protection","Master's Programme","full-time programme","Poznań University of Life Sciences","http://msc-bsc.puls.edu.pl/","https://study.gov.pl/poznan-university-life-sciences-1","mailto:mscinfo@up.poznan.pl","English"
"Technological sciences","Environmental management","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-11","mailto:admission@pwr.edu.pl","English"
"Biological sciences","Environmental management","Master's Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-13","mailto:igor.olszewski@biol.uw.edu.pl","English"
"Biological sciences","Environmental protection","Master's Programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz-9","mailto:admission@uni.lodz.pl","English"
"Agricultural, forestry and veterinary sciences","Environmental protection","Master's Programme","full-time programme","University of Agriculture in Krakow","https://go-poland.pl/university/university-agriculture-krakow","https://study.gov.pl/university-agriculture-krakow-0","mailto:rrciarko@cyf-kr.edu.pl","English"
"Biological sciences","Environmental protection","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-7","mailto:ibs@amu.edu.pl","English"
"Science","Environmental protection","Master's Programme","full-time programme","Warsaw University of Life Sciences - SGGW","http://www.sggw.pl/en","https://study.gov.pl/warsaw-university-life-sciences-sggw","mailto:arkadiusz_przybysz@sggw.pl","English"
"Biological sciences","Environmental Protection and Management","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-5","mailto:studia.inos@uj.edu.pl","English"
"Social sciences","Erasmus Mundus International Master in Central and East European, Russian and Eurasian Studies","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-16","mailto:MAprogramme@uj.edu.pl","Russian"
"Social sciences","Erasmus Mundus Joint Master Degree in European Politics and Society (EPS): Vaclav Havel","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-15","mailto:MAprogramme@uj.edu.pl","English"
"Social sciences","Ethnology","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan","mailto:robert.rydzewski@amu.edu.pl","English"
"Humanities","Euroculture","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-20","mailto:study.history@uwr.edu.pl","English"
"Social sciences","Europa Master","Master's Programme","full-time programme","University of Opole","https://go-poland.pl/university/university-opole","https://study.gov.pl/university-opole-6","mailto:hello@uni.opole.pl ","English"
