"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  AEROSPACE TECHNOLOGY ENGINEERING","Bachelor","English","2,86%",NA,"6","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  INDUSTRIAL TECHNOLOGY ENGINEERING","Bachelor","English","4,35%",NA,"9","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  AEROSPACE VEHICLE ENGINEERING","Bachelor","English","3,03%",NA,"6","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  INFORMATICS ENGINEERING - FIB","Bachelor","English","27,68%",NA,"46.5","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  INFORMATICS ENGINEERING - EPSEVG","Bachelor","English","3,33%",NA,"6","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  MARINE TECHNOLOGIES","Bachelor","English","6,25%",NA,"12","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  NAUTICAL SCIENCE AND MARITIME TRANSPORT","Bachelor","English","7,81%",NA,"15","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  INDUSTRIAL SCHEDULING ENGINEERING","Bachelor","English","6,45%",NA,"12","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  ENGINEERING PHYSICS","Bachelor","English","16,67%",NA,"30","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  VIDEO GAME DESIGN AND DEVELOPMENT","Bachelor","English","100%",NA,"240","106,00","240 (4 years)","40 (all)","Yes","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  VIDEO GAME DESIGN AND DEVELOPMENT","Bachelor","English","91,18%",NA,"186","106,00","240 (4 years)","No information","Yes","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  MARKETING AND DIGITAL COMMUNICATION","Bachelor","English","17,14%",NA,"36","95,00","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","ARCHITECTURE STUDIES","Bachelor","English","24%",NA,"64","35.77 
					(x 1.5 non-EU citizens)","300 (5 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  AEROSPACE SYSTEMS ENGINEERING","Bachelor","English","38,54%",NA,"55.5","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  ARCHITECTURAL TECHNOLOGY AND BUILDING CONSTRUCTION","Bachelor","English","7,25%",NA,"15","35.77 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  MINING ENGINEERING","Bachelor","English","3,13%",NA,"6","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","No information","","No specific language requirements have been defined."
"UNIVERSITAT POLITECNICA DE CATALUNYA","BACHELOR'S  INDUSTRIAL TECHNOLOGIES AND ECONOMIC ANALYSIS
					(interuniversity UPC-UPF degree). New bachelor's degree that began to be taught in the 2018/2019 academic year","Bachelor","English","100%",NA,"240","39.53 
					(x 1.5 non-EU citizens)","240 (4 years)","42 (all)","Yes","No specific language requirements have been defined."
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Environmental Science","Bachelor","English","5%",NA,"12","22.18","240 (4 years)","3","None","https://www.umh.es/contenido/Estudios/:tit_g_253_O1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Audiovisual Communication","Bachelor","English","2,50%",NA,"6","16.37","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_242_R1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Business Statistics","Bachelor","English","2,50%",NA,"6","16.37","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_138_R1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Telecommunications Technology Engineering","Bachelor","English","6,45%",NA,"15.5","22.18","240 (4 years)","3","None","https://www.umh.es/contenido/Estudios/:tit_g_142_S1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Electrical Engineering","Bachelor","English","3,75%",NA,"9","22.18","240 (4 years)","2","None","https://www.umh.es/contenido/Estudios/:tit_g_166_S1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Electronic Engineering and Industrial Automation","Bachelor","English","7,50%",NA,"18","22.18","240 (4 years)","2","None","https://www.umh.es/contenido/Estudios/:tit_g_141_S1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Mechanical Engineering","Bachelor","English","1,87%",NA,"4.5","22.18","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_143_S1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Journalism","Bachelor","English","2,50%",NA,"6","16.37","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_140_R1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Labor Relations and Human Resources","Bachelor","English","2,50%",NA,"6","15.17","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_137_R1/datos_es.html"
"UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor's in Business Administration and Management","Bachelor","English","5%",NA,"12","16.37","240 (4 years)","1","None","https://www.umh.es/contenido/Estudios/:tit_g_146_R1/datos_es.html"
"UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Dentistry","Bachelor","English","100%",NA,"300","","300 (5 years)","48","","https://www.ucv.es/oferta-academica/grados/degree-in-dentistry/presentation"
"UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Business Administration and Management","Bachelor","English","50%",NA,"120","","240 (4 years)","21","","https://www.ucv.es/oferta-academica/grados/degree-in-business-administration-and-management/presentation"
"UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Law + Business Administration Bilingual","Bachelor","English","44%",NA,"390","","390*","17","","https://www.ucv.es/oferta-academica/dobles-titulaciones/derecho-ade/la-titulacion"
"UNIVERSIDAD DE VIGO","Business Administration & Management","Bachelor","English","25,00%",NA,"60","9.85","240 (4 years)","9","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Tourism","Bachelor","English","13,75%",NA,"33","9.85","240 (4 years)","8","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Biology","Bachelor","English","12,50%",NA,"30","13.93","240 (4 years)","5","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Telecommunications Technologies Engineering","Bachelor","English","22,50%",NA,"84","13.93","240 (4 years)","12","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Energy Engineering","Bachelor","English","18,75%",NA,"45","13.93","240 (4 years)","7","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Mining and Energy Resources Engineering","Bachelor","English","15,00%",NA,"36","13.93","240 (4 years)","6","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Marine Sciences","Bachelor","English","12,50%",NA,"30","13.93","240 (4 years)","5","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Chemistry","Bachelor","English","2,50%",NA,"6","13.93","240 (4 years)","1","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Industrial Technologies Engineering","Bachelor","English","50,00%",NA,"120","13.93","240 (4 years)","18","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Mechanical Engineering","Bachelor","English","53,75%",NA,"129","13.93","240 (4 years)","19","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Public Management","Bachelor","English","25,00%",NA,"60","9.85","240 (4 years)","10","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Business Administration & Management","Bachelor","English","27,50%",NA,"66","9.85","240 (4 years)","10","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Economics","Bachelor","English","20,00%",NA,"48","9.85","240 (4 years)","7","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Law","Bachelor","English","15,00%",NA,"36","9.85","240 (4 years)","5","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Labour Relations","Bachelor","English","7,50%",NA,"18","9.85","240 (4 years)","3","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Foreign Languages","Bachelor","English","83,33%",NA,"200","13.93","240 (4 years)","","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE VIGO","Translation and Interpreting","Bachelor","English","Min. 30%",NA,"Min. 72","13.93","240 (4 years)","","NONE","https://www.uvigo.gal/uvigo_es/estudos/graos"
"UNIVERSIDAD DE OVIEDO","Business Administration and Management","Bachelor","English","65%",NA,"234","17.26","360","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Biology","Bachelor","English","4%",NA,"12","17.26","300 (5 years)","2","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Biotechnology","Bachelor","English","6%",NA,"15","17.26","264","2","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Business and Marketing","Bachelor","English","36%",NA,"120","17.26","330","9","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Accounting and Finance","Bachelor","English","25%",NA,"75","17.26","300 (5 years)","2","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Law","Bachelor","English","2%",NA,"6","17.26","300 (5 years)","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Economics","Bachelor","English","41%",NA,"135","17.26","330","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Social Education","Bachelor","English","2%",NA,"6","17.26","312","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Nursing","Bachelor","English","2%",NA,"6","22.58","276","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Nursing","Bachelor","English","2%",NA,"6","22.58","309","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Classical and Romance Studies","Bachelor","English","37%",NA,"276","17.26","744","41","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","English Studies","Bachelor","English","58%",NA,"450","17.26","774","62","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Philosophy","Bachelor","English","4%",NA,"12","17.26","300 (5 years)","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Physiotherapy","Bachelor","English","2%",NA,"6","22.58","276","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Geography and Land Use Planning","Bachelor","English","2%",NA,"6","17.26","278","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Public Administration and Management","Bachelor","English","14%",NA,"42","17.26","300 (5 years)","6","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Art History","Bachelor","English","2%",NA,"6","17.26","276","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","the History and Science of Music","Bachelor","English","2%",NA,"6","17.26","282","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Civil Engineering","Bachelor","English","33%",NA,"96","17.26","288","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Industrial Electronics and Automation Engineering","Bachelor","English","29%",NA,"90","17.26","306","6","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Electrical Engineering","Bachelor","English","27%",NA,"90","17.26","336","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Forestry and Natural Environment Engineering","Bachelor","English","25%",NA,"72","17.26","285","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Computer Software Engineering","Bachelor","English","26%",NA,"72","17.26","276","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Computer and Information Technology Engineering","Bachelor","English","40%",NA,"24","17.26","60","33","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Mechanical Engineering","Bachelor","English","28%",NA,"96","17.26","342","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Industrial Chemical Engineering","Bachelor","English","26%",NA,"90","17.26","348","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Engineering of Industrial Technologies","Bachelor","English","19%",NA,"60","17.26","312","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Engineering of Mining Technologies","Bachelor","English","21%",NA,"54","17.26","252","2","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Engineering of Mining and Energy Resources","Bachelor","English","27%",NA,"132","17.26","498","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Geomatics and Topography Engineering","Bachelor","English","26%",NA,"72","17.26","276","0","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Telecommunications Technology and Services Engineering","Bachelor","English","8%",NA,"36","17.26","426","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Spanish Language and Literature","Bachelor","English","37%",NA,"276","17.26","744","41","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Modern Languages and Literature","Bachelor","English","61%",NA,"462","17.26","762","67","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Teaching of Pre-School Education","Bachelor","English","8%",NA,"42","17.26","558","6","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Teaching of Pre-School Education","Bachelor","English","2%",NA,"6","17.26","312","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Teaching of Primary Education","Bachelor","English","7%",NA,"42","17.26","600","6","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Teaching of Primary Education","Bachelor","English","8%",NA,"60","17.26","756","6","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Marine Management","Bachelor","English","2%",NA,"6","17.26","246","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
"UNIVERSIDAD DE OVIEDO","Medicine","Bachelor","English","1%",NA,"3","22.58","426","1","B1","http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces"
