"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Conservation and restoration of works of art","École Supérieure des Arts Saint-Luc Liège","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-liege","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Conservation and restoration of works of art","École Supérieure des Arts Saint-Luc Liège","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-liege","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Conservation and restoration of works of art","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, Visual and Spatial Arts : Design for Social Innovation","Ecole supérieure des Arts Saint-Luc de Bruxelles","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-de-bruxelles",NA,"Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Book and paper design","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Industrial design","École Supérieure des Arts Saint-Luc Liège","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-liege","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Industrial design","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, Visual and Spatial Arts: Digital Design","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique",NA,"Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Textile design","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Textile design","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Textile design","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Urban design","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Urban design","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Drawing","Beaux-arts de Liège - Ecole supérieure des Arts","Master","https://www.studyinbelgium.be/en/beaux-arts-de-liege-ecole-superieure-des-arts","French","Belgium",120,"No",38.705327,-9.173996
"Master in Plastic, visual and spatial arts : Drawing","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Drawing","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Drawing","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Drawing","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Drawing","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Drawing","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Drawing","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Urban space","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Urban space","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Graphics","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Graphics","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Graphics","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Engraving","Beaux-arts de Liège - Ecole supérieure des Arts","Master","https://www.studyinbelgium.be/en/beaux-arts-de-liege-ecole-superieure-des-arts","French","Belgium",120,"No",38.705327,-9.173996
"Master in Plastic, visual and spatial arts : Engraving","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Engraving","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Engraving","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Engraving and printed image","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Illustration","Beaux-arts de Liège - Ecole supérieure des Arts","Master","https://www.studyinbelgium.be/en/beaux-arts-de-liege-ecole-superieure-des-arts","French","Belgium",120,"No",38.705327,-9.173996
"Master in Plastic, visual and spatial arts : Illustration","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Illustration","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Illustration","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Illustration","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Images in the environment","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Installation, performance","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Installation, performance","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Installation, performance","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Lithography","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Painting","Beaux-arts de Liège - Ecole supérieure des Arts","Master","https://www.studyinbelgium.be/en/beaux-arts-de-liege-ecole-superieure-des-arts","French","Belgium",120,"No",38.705327,-9.173996
"Master in Plastic, visual and spatial arts : Painting","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
